Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Response,EHR_Use_Footnote,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
14014,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE ,MOBILE,AL,36693,Mobile,0.18,40.13,9227.0,nan,0.06,13.21,9227,nan,23.33,14,60,nan,100.00,1086,1086,nan,100.00,1086,1086,nan,38.44,133,346,nan,0.00,0,346,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,346,nan,0.00,0,346,nan,No,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,0.00,0,498,nan,63,245,386,nan,10/01/2015,03/31/2016
14015,BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE ,LUVERNE,AL,36049,Crenshaw,0.11,13.07,4974.0,nan,0.01,.8,4974,nan,nan,Not Available,Not Available,1.0,99.74,385,386,nan,99.22,383,386,nan,100.00,26,26,nan,100.00,26,26,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,99.13,227,229,nan,28,32,116,nan,10/01/2015,03/31/2016
14016,"SANCTUARY AT THE WOODLANDS, THE","1910 CHEROKEE AVENUE, SW ",CULLMAN,AL,35055,Cullman,0.0,0.0,5885.0,nan,0.0,0,5885,nan,nan,Not Available,Not Available,1.0,98.88,353,357,nan,94.96,339,357,nan,100.00,357,357,nan,100.00,357,357,nan,Tobacco Use Treatment (during the hospital stay),100.00,164,164,nan,87.20,143,164,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,45.38,54,119,nan,16.81,20,119,nan,07/01/2014,06/30/2015,90.43,208,230,nan,98,119,122,nan,10/01/2015,03/31/2016
14017,EASTPOINTE HOSPITAL,7400 ROPER LANE ,DAPHNE,AL,36526,Baldwin,0.02,9.47,16428.0,nan,0.72,285.71,16428,nan,50.0,153,306,nan,100.00,1350,1350,nan,100.00,1350,1350,nan,72.15,1052,1458,nan,0.00,0,1458,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,1458,nan,0.00,0,1458,nan,Yes,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,51.61,96,186,nan,27.42,51,186,nan,07/01/2014,06/30/2015,0.00,0,598,nan,65,260,403,nan,10/01/2015,03/31/2016
14018,"BEHAVIORAL HEALTHCARE CENTER AT HUNTSVILLE, INC","5315 MILLENIUM DRIVE, NW ",HUNTSVILLE,AL,35806,Madison,0.0,0.0,3236.0,nan,0.0,0,3236,nan,nan,Not Available,Not Available,1.0,97.87,184,188,nan,93.62,176,188,nan,98.46,128,130,nan,97.69,127,130,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,82.05,64,78,nan,44,34,78,nan,10/01/2015,03/31/2016
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR ,JUNEAU,AK,99801,Juneau,0.84,57.79,2874.0,nan,0.0,0,2874,nan,nan,Not Available,Not Available,1.0,85.56,154,180,nan,63.33,114,180,nan,60.24,153,254,nan,98.84,255,258,nan,Tobacco Use Treatment (during the hospital stay),98.40,123,125,nan,71.20,89,125,nan,Yes,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,40.54,15,37,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,94.67,160,169,nan,84,32,38,nan,10/01/2015,03/31/2016
24001,NORTH STAR HOSPITAL,2530 DEBARR RD ,ANCHORAGE,AK,99508,Anchorage,0.08,61.4,30786.0,nan,0.69,507.7,30786,nan,nan,Not Available,Not Available,1.0,97.22,769,791,nan,94.31,746,791,nan,97.56,40,41,nan,100.00,41,41,nan,Tobacco Use Treatment (during the hospital stay),52.38,11,21,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,86.78,394,454,nan,50,255,513,nan,10/01/2015,03/31/2016
24002,ALASKA PSYCHIATRIC INSTITUTE,2800 PROVIDENCE DRIVE ,ANCHORAGE ,AK,99508,Not Available,4.23,2356.97,23220.0,nan,1.03,575.68,23220,nan,nan,Not Available,Not Available,1.0,100.00,1373,1373,nan,88.57,1216,1373,nan,83.74,793,947,nan,76.70,757,987,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,513,nan,0.00,0,513,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,44.38,71,160,nan,21.88,35,160,nan,07/01/2014,06/30/2015,51.11,253,495,nan,77,264,341,nan,10/01/2015,03/31/2016
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 E. MCDOWELL RD. ,PHOENIX,AZ,85006,Not Available,0.03,11.37,16763.0,nan,0.0,0,16763,nan,nan,Not Available,Not Available,1.0,95.12,195,205,nan,93.14,190,204,nan,94.60,543,574,nan,97.91,562,574,nan,Tobacco Use Treatment (during the hospital stay),23.61,68,288,nan,15.97,46,288,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,56.82,25,44,nan,43.18,19,44,nan,07/01/2014,06/30/2015,99.21,125,126,nan,95,62,65,nan,10/01/2015,03/31/2016
30006,TUCSON MEDICAL CENTER,5301 E. GRANT ROAD ,TUCSON,AZ,85712,Pima,0.0,0.0,2843.0,nan,0.0,0,2843,nan,nan,Not Available,Not Available,1.0,99.44,353,355,nan,87.04,309,355,nan,Not Available,Not Available,Not Available,1.0,100.00,318,318,nan,Tobacco Use Treatment (during the hospital stay),48.28,14,29,nan,41.38,12,29,nan,Not Available,5.0,Not Available,5.0,Not Available,5.0,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,85.00,153,180,nan,Not Available,Not Available,Not Available,5.0,10/01/2015,03/31/2016
30007,VERDE VALLEY MEDICAL CENTER,269 S. CANDY LANE ,COTTONWOOD,AZ,86326,Not Available,0.0,0.0,2043.0,nan,0.0,0,2043,nan,nan,Not Available,Not Available,1.0,100.00,174,174,nan,91.95,160,174,nan,93.55,145,155,nan,100.00,154,154,nan,Tobacco Use Treatment (during the hospital stay),47.83,33,69,nan,0.00,0,69,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,82,82,nan,96,25,26,nan,10/01/2015,03/31/2016
30010,ST. MARY'S HOSPITAL,1601 W. ST. MARY'S RD. ,TUCSON,AZ,85745,Pima,0.02,3.2,5525.0,nan,0.0,0,5525,nan,nan,Not Available,Not Available,1.0,93.65,280,299,nan,87.63,262,299,nan,98.85,429,434,nan,98.86,434,439,nan,Tobacco Use Treatment (during the hospital stay),30.58,37,121,nan,28.10,34,121,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,43.14,22,51,nan,29.41,15,51,nan,07/01/2014,06/30/2015,93.49,201,215,nan,100,134,134,nan,10/01/2015,03/31/2016
30011,ST JOSEPH'S HOSPITAL,350 N. WILMOT RD. ,TUCSON,AZ,85711,Pima,0.02,2.92,5632.0,nan,0.0,0,5632,nan,nan,Not Available,Not Available,1.0,100.00,218,218,nan,100.00,218,218,nan,99.76,409,410,nan,99.75,398,399,nan,Tobacco Use Treatment (during the hospital stay),23.35,53,227,nan,22.03,50,227,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,70.37,19,27,nan,51.85,14,27,nan,07/01/2014,06/30/2015,83.44,262,314,nan,100,213,213,nan,10/01/2015,03/31/2016
30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET ,PHOENIX,AZ,85008,Maricopa,2.53,3977.64,65463.0,nan,1.48,2321.61,65463,nan,56.52,26,46,nan,94.30,596,632,nan,91.30,577,632,nan,98.37,662,673,nan,86.89,590,679,nan,Tobacco Use Treatment (during the hospital stay),11.64,39,335,nan,7.16,24,335,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,34.76,73,210,nan,26.67,56,210,nan,07/01/2014,06/30/2015,93.09,310,333,nan,96,724,754,nan,10/01/2015,03/31/2016
30023,FLAGSTAFF MEDICAL CENTER,1200 N. BEAVER STREET ,FLAGSTAFF,AZ,86002,Coconino,0.08,13.5,6633.0,nan,0.09,14.1,6633,nan,nan,Not Available,Not Available,1.0,100.00,373,373,nan,97.05,362,373,nan,95.11,428,450,nan,99.78,449,450,nan,Tobacco Use Treatment (during the hospital stay),68.21,103,151,nan,39.07,59,151,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,59.57,28,47,nan,36.17,17,47,nan,07/01/2014,06/30/2015,98.80,328,332,nan,84,76,90,nan,10/01/2015,03/31/2016
30037,ST LUKE'S MEDICAL CENTER,1800 E. VAN BUREN ST. ,PHOENIX,AZ,85006,Not Available,0.0,0.0,12182.0,nan,0.0,0,12182,nan,nan,Not Available,Not Available,1.0,93.13,583,626,nan,85.78,537,626,nan,93.22,632,678,nan,80.83,548,678,nan,Tobacco Use Treatment (during the hospital stay),58.93,66,112,nan,0.00,0,112,nan,No,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,51.50,86,167,nan,29.94,50,167,nan,07/01/2014,06/30/2015,88.65,328,370,nan,51,502,992,nan,10/01/2015,03/31/2016
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90 ,SIERRA VISTA,AZ,85635,Cochise,0.01,0.83,2942.0,nan,0.01,.5,2942,nan,nan,Not Available,Not Available,1.0,62.30,119,191,nan,54.45,104,191,nan,26.24,74,282,nan,91.13,257,282,nan,Tobacco Use Treatment (during the hospital stay),21.01,25,119,nan,10.08,12,119,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,99.68,308,309,nan,93,100,107,nan,10/01/2015,03/31/2016
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 W. THUNDERBIRD RD. ,GLENDALE,AZ,85306,Not Available,0.07,31.73,18405.0,nan,0.01,2.23,18405,nan,nan,Not Available,Not Available,1.0,95.94,378,394,nan,94.92,374,394,nan,99.46,552,555,nan,97.31,542,557,nan,Tobacco Use Treatment (during the hospital stay),36.18,110,304,nan,24.67,75,304,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,50.00,40,80,nan,32.50,26,80,nan,07/01/2014,06/30/2015,96.03,145,151,nan,97,86,89,nan,10/01/2015,03/31/2016
30093,BANNER DEL E. WEBB MEDICAL CENTER,1400 S. DOBSON ROAD ,MESA,AZ,85202,Maricopa,0.01,3.95,11427.0,nan,0.0,0,11456,nan,nan,Not Available,Not Available,1.0,92.37,363,393,nan,90.91,360,396,nan,97.89,650,664,nan,96.64,632,654,nan,Tobacco Use Treatment (during the hospital stay),16.79,22,131,nan,0.00,0,131,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,73.58,78,106,nan,33.96,36,106,nan,07/01/2014,06/30/2015,96.44,217,225,nan,98,118,120,nan,10/01/2015,03/31/2016
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY ,TUCSON,AZ,85713,Pima,0.1,48.79,19719.0,nan,0.14,67.63,19719,nan,0.0,0,12,nan,53.62,215,401,nan,53.12,213,401,nan,89.12,672,754,nan,95.54,107,112,nan,Tobacco Use Treatment (during the hospital stay),19.67,12,61,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,48.08,25,52,nan,36.54,19,52,nan,07/01/2014,06/30/2015,77.64,125,161,nan,93,100,108,nan,10/01/2015,03/31/2016
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD ,ORO VALLEY,AZ,85755,Pima,0.0,0.0,2017.0,nan,0.0,0,2017,nan,nan,Not Available,Not Available,1.0,100.00,178,178,nan,98.31,175,178,nan,97.65,166,170,nan,88.10,148,168,nan,Tobacco Use Treatment (during the hospital stay),37.21,16,43,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,64.41,38,59,nan,37.29,22,59,nan,07/01/2014,06/30/2015,98.15,106,108,nan,53,50,95,nan,10/01/2015,03/31/2016
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD ,MESA,AZ,85209,Maricopa,0.0,0.0,6621.0,nan,0.0,0,6621,nan,nan,Not Available,Not Available,1.0,89.97,314,349,nan,75.36,263,349,nan,76.25,228,299,nan,75.00,234,312,nan,Tobacco Use Treatment (during the hospital stay),59.38,19,32,nan,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,50.59,43,85,nan,28.24,24,85,nan,07/01/2014,06/30/2015,87.21,150,172,nan,84,31,37,nan,10/01/2015,03/31/2016
34004,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 E. EARLL DR. ,SCOTTSDALE,AZ,85251,Not Available,0.04,32.34,32387.0,nan,0.01,9.09,32387,nan,nan,Not Available,Not Available,1.0,94.57,662,700,nan,93.71,656,700,nan,93.11,419,450,nan,99.54,432,434,nan,Tobacco Use Treatment (during the hospital stay),22.86,56,245,nan,16.33,40,245,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,49.33,37,75,nan,40.00,30,75,nan,07/01/2014,06/30/2015,94.74,180,190,nan,96,315,329,nan,10/01/2015,03/31/2016
34013,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 E. VAN BUREN ST. ,PHOENIX,AZ,85006,Not Available,0.07,80.23,45697.0,nan,0.15,164.14,45697,nan,61.0,61,100,nan,93.19,1286,1380,nan,83.55,1153,1380,nan,97.12,809,833,nan,93.50,777,831,nan,Tobacco Use Treatment (during the hospital stay),77.85,239,307,nan,Not Available,Not Available,Not Available,1.0,No,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,46.80,139,297,nan,31.31,93,297,nan,07/01/2014,06/30/2015,91.90,465,506,nan,92,441,481,nan,10/01/2015,03/31/2016
34020,HAVEN SENIOR HORIZONS,"1201 SOUTH 7TH AVENUE, STE. 200 ",PHOENIX,AZ,85007,Maricopa,0.0,0.03,5203.0,nan,0.0,0,5203,nan,nan,Not Available,Not Available,1.0,98.04,300,306,nan,88.56,271,306,nan,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,43.06,31,72,nan,18.06,13,72,nan,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,7.0,26,32,121,nan,10/01/2015,03/31/2016
34021,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET ,PHOENIX,AZ,85008,Maricopa,1.0,610.05,25321.0,nan,0.18,111.1,25321,nan,nan,Not Available,Not Available,1.0,100.00,18,18,nan,100.00,18,18,nan,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,7.0,43,296,692,nan,10/01/2015,03/31/2016
34022,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD ,TUCSON,AZ,85704,Pima,0.06,30.0,22218.0,nan,0.03,15,22218,nan,6.4,21,328,nan,100.00,740,740,nan,99.86,739,740,nan,97.10,335,345,nan,97.10,335,345,nan,Tobacco Use Treatment (during the hospital stay),98.95,189,191,nan,74.35,142,191,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,47.66,51,107,nan,37.38,40,107,nan,07/01/2014,06/30/2015,36.49,54,148,nan,55,135,244,nan,10/01/2015,03/31/2016
34023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET ,FLAGSTAFF,AZ,86004,Coconino,0.01,0.68,3600.0,nan,0.06,5.5,3600,nan,97.73,129,132,nan,99.00,592,598,nan,96.66,578,598,nan,100.00,598,598,nan,100.00,598,598,nan,Tobacco Use Treatment (during the hospital stay),66.20,143,216,nan,12.96,28,216,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,50.00,27,54,nan,31.48,17,54,nan,07/01/2014,06/30/2015,0.00,0,300,nan,78,89,114,nan,10/01/2015,03/31/2016
34024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE ,GLENDALE,AZ,85302,Maricopa,0.01,7.69,33321.0,nan,0.0,0,33321,nan,76.19,16,21,nan,26.80,959,3578,nan,25.85,925,3578,nan,22.95,675,2941,nan,20.40,600,2941,nan,Tobacco Use Treatment (during the hospital stay),99.05,312,315,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,53.05,87,164,nan,31.10,51,164,nan,07/01/2014,06/30/2015,9.95,185,1859,nan,33,124,372,nan,10/01/2015,03/31/2016
34025,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE ,PRESCOTT VALLEY,AZ,86314,Yavapai,0.01,1.56,4899.0,nan,0.02,1.86,4899,nan,nan,Not Available,Not Available,1.0,100.00,205,205,nan,100.00,205,205,nan,0.00,0,579,nan,95.85,555,579,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,359,nan,0.00,0,359,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,47.69,31,65,nan,27.69,18,65,nan,07/01/2014,06/30/2015,46.76,159,340,nan,48,21,44,nan,10/01/2015,03/31/2016
34026,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE ,PHOENIX,AZ,85018,Maricopa,0.01,8.85,40103.0,nan,0.0,0,40103,nan,100.0,16,16,nan,100.00,891,891,nan,99.33,885,891,nan,99.87,762,763,nan,100.00,763,763,nan,Tobacco Use Treatment (during the hospital stay),100.00,432,432,nan,37.96,164,432,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,52.63,140,266,nan,40.23,107,266,nan,07/01/2014,06/30/2015,90.46,332,367,nan,66,281,428,nan,10/01/2015,03/31/2016
34027,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE ,LAKESIDE,AZ,85929,Navajo,0.66,60.3,3798.0,nan,0.88,79.9,3798,nan,100.0,91,91,nan,93.60,614,656,nan,98.48,646,656,nan,0.00,0,654,nan,100.00,654,654,nan,Tobacco Use Treatment (during the hospital stay),100.00,490,490,nan,90.00,441,490,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,59.46,22,37,nan,29.73,11,37,nan,07/01/2014,06/30/2015,0.00,0,328,nan,78,73,94,nan,10/01/2015,03/31/2016
34028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE ,TEMPE,AZ,85283,Maricopa,0.02,11.22,24855.0,nan,0.0,0,24855,nan,nan,Not Available,Not Available,1.0,17.76,496,2793,nan,21.98,614,2793,nan,27.53,479,1740,nan,28.85,506,1754,nan,Tobacco Use Treatment (during the hospital stay),91.76,167,182,nan,8.79,16,182,nan,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,46.67,35,75,nan,30.67,23,75,nan,07/01/2014,06/30/2015,7.16,103,1438,nan,35,136,387,nan,10/01/2015,03/31/2016
34029,OASIS BEHAVIORAL HEALTH HOSPITAL,2190 NORTH GRACE BOULEVARD ,CHANDLER,AZ,85225,Maricopa,0.01,6.53,26337.0,nan,0.03,19.83,26337,nan,nan,0,0,7.0,98.98,486,491,nan,98.78,485,491,nan,99.45,362,364,nan,99.15,350,353,nan,Tobacco Use Treatment (during the hospital stay),92.55,149,161,nan,82.61,133,161,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,37.84,14,37,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,91.03,264,290,nan,55,191,349,nan,10/01/2015,03/31/2016
34030,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD ,TUCSON,AZ,85712,Pima,0.08,30.33,15047.0,nan,0.11,38.71,15047,nan,nan,Not Available,Not Available,1.0,94.43,542,574,nan,84.84,487,574,nan,96.34,553,574,nan,97.91,562,574,nan,Tobacco Use Treatment (during the hospital stay),85.11,263,309,nan,70.23,217,309,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,52.00,52,100,nan,32.00,32,100,nan,07/01/2014,06/30/2015,80.24,337,420,nan,85,219,258,nan,10/01/2015,03/31/2016
34031,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE ,PHOENIX,AZ,85027,Maricopa,0.02,7.62,15263.0,nan,0.01,4.23,15263,nan,nan,Not Available,Not Available,1.0,99.87,758,759,nan,99.74,757,759,nan,100.00,461,461,nan,100.00,461,461,nan,Tobacco Use Treatment (during the hospital stay),98.85,172,174,nan,69.54,121,174,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,87.86,340,387,nan,28,52,184,nan,10/01/2015,03/31/2016
40002,JOHNSON REGIONAL MEDICAL CENTER,PO BOX 738 ,CLARKSVILLE,AR,72830,Not Available,0.04,4.43,4140.0,nan,0.01,1.43,4140,nan,nan,Not Available,Not Available,1.0,97.83,270,276,nan,94.20,260,276,nan,99.24,261,263,nan,100.00,263,263,nan,Tobacco Use Treatment (during the hospital stay),86.96,40,46,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,75.86,22,29,nan,68.97,20,29,nan,07/01/2014,06/30/2015,97.32,145,149,nan,97,37,38,nan,10/01/2015,03/31/2016
40014,WHITE COUNTY MEDICAL CENTER,3214 E RACE AVE ,SEARCY,AR,72143,White,0.01,1.47,6550.0,nan,0.0,.6,6550,nan,32.35,11,34,nan,97.53,434,445,nan,84.04,374,445,nan,96.10,444,462,nan,96.17,502,522,nan,Tobacco Use Treatment (during the hospital stay),88.79,95,107,nan,41.12,44,107,nan,No,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,74.29,26,35,nan,65.71,23,35,nan,07/01/2014,06/30/2015,94.20,211,224,nan,63,212,335,nan,10/01/2015,03/31/2016
40015,MENA REGIONAL HEALTH SYSTEM,311 MORROW ST N ,MENA,AR,71953,Polk,0.7,39.78,2383.0,nan,0.46,26.16,2383,nan,nan,Not Available,Not Available,1.0,97.89,186,190,nan,97.89,186,190,nan,92.74,166,179,nan,86.59,155,179,nan,Tobacco Use Treatment (during the hospital stay),43.75,14,32,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,96.70,88,91,nan,56,27,48,nan,10/01/2015,03/31/2016
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 N MAIN ST ,HARRISON,AR,72601,Boone,0.0,0.0,545.0,nan,0.0,0,545,nan,nan,0,0,7.0,99.39,162,163,nan,98.77,161,163,nan,98.29,115,117,nan,100.00,107,107,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,85,85,nan,100,37,37,nan,10/01/2015,03/31/2016
40019,FORREST CITY MEDICAL CENTER,1601 NEW CASTLE RD ,FORREST CITY ,AR,72335,Not Available,0.0,0.0,2177.0,nan,0.0,0,2177,nan,nan,Not Available,Not Available,1.0,91.40,170,186,nan,89.78,167,186,nan,99.38,160,161,nan,98.69,151,153,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,92.50,74,80,nan,72,26,36,nan,10/01/2015,03/31/2016
40020,ST BERNARDS MEDICAL CENTER,PO BOX 9320 ,JONESBORO,AR,72403,Not Available,0.0,0.0,1966.0,nan,0.0,0,1966,nan,nan,Not Available,Not Available,1.0,98.35,238,242,nan,97.93,237,242,nan,100.00,99,99,nan,98.99,98,99,nan,Tobacco Use Treatment (during the hospital stay),80.65,25,31,nan,0.00,0,31,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,41.03,16,39,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,141,141,nan,100,120,120,nan,10/01/2015,03/31/2016
